,TimeStamps,Tweets,Year,Month,Date,Cleaned_Tweet,Sentiment
16,2023-08-17,"#ITCHotels' demerger is expected to be completed by Sep'24, while the listing of the new entity is expected to take place in Nov'24. |
@chit_ranjan
 

https://fortuneindia.com/investing/will-itc-hotels-demerger-unlock-value-for-shareholders/113769…

#ITC #ITCHotelsdemerger #ITCHotelslisting #ITCshareholders #ITCshares #demerger #hotel #FMCG #cigarette",2023,08,17,itchotels demerger expected completed sep listing new entity expected take place nov chit ranjan itc itchotelsdemerger itchotelslisting itcshareholders itcshares demerger hotel fmcg cigarette,Positive
17,2023-08-17,"Analyst firms raise #ITC share's target price to Rs 525 following robust Q1 results and approval of hotel business demerger

Read: https://ianslive.in/analyst-firms-raise-itc-share-target-price-to-rs-525-following-robust-q1-results-and-approval-of-hotel-business-demerger--20230817154419…",2023,08,17,analyst firms raise itc share target price rs following robust q results approval hotel business demerger read,Positive
18,2023-08-17,"#ITC shares that was building up for a demerger since long have just languished from the precise day the decision was announced.

Sell on News in play.",2023,08,17,itc shares building demerger since long languished precise day decision announced sell news play,Positive
19,2023-08-17,"Mam but what about ITC? Coming down after demerger news… 
@kuttrapali26",2023,08,17,mam itc coming demerger news kuttrapali,Positive
20,2023-08-17,What do you think about itc hotel demerger?,2023,08,17,think itc hotel demerger,Positive
21,2023-08-16,"16/08/2023 

 Coal India capex grows 8.5% in April-July FY24

 Infosys gains on expanding strategic collaboration with Liberty Global

 ITC Q1 PAT climbs 17% YoY to Rs 4,903 cr; board nod for ITC Hotel biz demerger

 Divis Lab skid after PAT drops 49% YoY in Q1 FY24",2023,08,16,coal india capex grows april july fy infosys gains expanding strategic collaboration liberty global itc q pat climbs yoy rs cr board nod itc hotel biz demerger divis lab skid pat drops yoy q fy,Positive
22,2023-08-16,Is itc technically weak now? After delivering good results and demerger news also it is struggling,2023,08,16,itc technically weak delivering good results demerger news also struggling,Negative
23,2023-08-16,"ITC demerger:

ITC's demerger structure disappointed investors as it retains 40% stake in the hotels business. 60% stake to be allotted to ITC shareholders, valued at Rs 5625 cr. Market will determine actual valuation when shares list.
#StockMarket #ITC",2023,08,16,itc demerger itc demerger structure disappointed investors retains stake hotels business stake allotted itc shareholders valued rs cr market determine actual valuation shares list stockmarket itc,Negative
24,2023-08-16,"ITC hotel spinoff at 10:1 ratio
@ITCCorpCom
 @ITCHotels
 #demerger #spinoff #hotels #FMCG",2023,08,16,itc hotel spinoff ratio itccorpcom itchotels demerger spinoff hotels fmcg,Positive
25,2023-08-16,"𝐈𝐓𝐂 𝐃𝐞𝐦𝐞𝐫𝐠𝐞𝐫 पर 𝐋𝐚𝐭𝐞𝐬𝐭 𝐮𝐩𝐝𝐚𝐭𝐞  

To know how much ITC Hotel share you will get watch the full video.
https://youtube.com/watch?v=FyCsdN4H9RA&t=1s…
.
.
.
.
#ITCDemerger #ProfitInsights #itc #hotel #demerger #bignews #latestnews #latestupdates #ipo #StockMarket",2023,08,16,know much itc hotel share get watch full video itcdemerger profitinsights itc hotel demerger bignews latestnews latestupdates ipo stockmarket,Positive
26,2023-08-16,"ITC Hotel Business Demerger: From Entitlement Ratio To Listing, Key Highlights Here

#ITC #ITCHotels",2023,08,16,itc hotel business demerger entitlement ratio listing key highlights itc itchotels,Positive
27,2023-08-16,"#MCPro | #ITC's growth in the core segments of cigarettes and FMCG will now be in focus after the demerger of the company's hotels business.

Read here
https://moneycontrol.com/news/business/earnings/itc-q1f2y4-should-investors-add-the-stock-after-its-huge-outperformance-11195221.html…

#Q1FY24 #Earnings #Stocks",2023,08,16,mcpro itc growth core segments cigarettes fmcg focus demerger company hotels business read q fy earnings stocks,Positive
28,2023-08-16,"#ITC से होटल कारोबार के डीमर्जर को मंजूरी

ITC से अलग होकर #ITCHotels नाम से नई कंपनी बनेगी

ITC के 10 शेयरों पर ITC होटल्स का 1 शेयर मिलेगा

ITC होटल कारोबार #Demerger की डीटेल देखिए इस वीडियो में 
@Nupurkunia
 | #ShareMarket | #StockMarket

Live : https://bit.ly/3OYVbXE",2023,08,16,itc itc itchotels itc itc itc demerger nupurkunia sharemarket stockmarket live,Positive
29,2023-08-16,"ITC share price targets post Q1 results, hotels biz demerger approval & more
@amit_mudgill",2023,08,16,itc share price targets post q results hotels biz demerger approval amit mudgill,Positive
30,2023-08-16,"Aur baki 7 ke badle Mai..??
Can u plz tell me after demerger value of itc",2023,08,16,aur baki ke badle mai u plz tell demerger value itc,Negative
31,2023-08-16," ITC to demerge hotel business, listing in 15 months: Kolkata-based conglomerate plans to publicly list its hotel business as ITC Hotels Ltd. 

Existing shareholders to receive equity shares, maintaining 60% stake; ITC retains 40%.  

#ITC #Demerger #Hotels #ITChotels #market",2023,08,16,itc demerge hotel business listing months kolkata based conglomerate plans publicly list hotel business itc hotels ltd existing shareholders receive equity shares maintaining stake itc retains itc demerger hotels itchotels market,Positive
32,2023-08-16," ITC to demerge hotel business, listing in 15 months: Kolkata-based conglomerate plans to publicly list its hotel business as ITC Hotels Ltd. 

Existing shareholders to receive equity shares, maintaining 60% stake; ITC retains 40%.  

#ITC #Demerger #Hotels #ITChotels #market",2023,08,16,itc demerge hotel business listing months kolkata based conglomerate plans publicly list hotel business itc hotels ltd existing shareholders receive equity shares maintaining stake itc retains itc demerger hotels itchotels market,Positive
33,2023-08-16,"#ITC share price gained a percent after the company reported its Q1 results and approved the demerger of its hotels business. 

ITC shares gained as much as 1.12% to ₹454.00 apiece on the BSE.",2023,08,16,itc share price gained percent company reported q results approved demerger hotels business itc shares gained much apiece bse,Positive
34,2023-08-16,"#ITCDemerger : मुनाफे में 18% उछाल के साथ ITC का दमदार प्रदर्शन...होटल कारोबार के डीमर्जर में ITC के 10 शेयरों पर मिला ITC होटल्स का एक शेयर... 15 महीने में पूरी होगी प्रक्रिया...

#ITC #StockMarket 

Zee Business Live :  https://bit.ly/3OYVbXE",2023,08,16,itcdemerger itc itc itc itc stockmarket zee business live,Positive
35,2023-08-15,#IBS #IBSPune #Demerger #ITC #IPO,2023,08,15,ibs ibspune demerger itc ipo,Positive
36,2023-08-15,Infosys ... may   just wait for two qtr results..and ITC may give similar return in year 24 as demerger will happen in 15 months.,2023,08,15,infosys may wait two qtr results itc may give similar return year demerger happen months,Positive
37,2023-08-15,"Indicative timeline for listing of ITC Hotels: ~15 months
Total no. of equity shares of ITC Hotels (pre demerger) will be 83cr
Fresh issue 125cr
So Total no. of equity shares of ITC Hotels (post demerger) will be 208cr

(3/4)",2023,08,15,indicative timeline listing itc hotels months total equity shares itc hotels pre demerger cr fresh issue cr total equity shares itc hotels post demerger cr,Positive
38,2023-08-15,"ITC Hotel - Indicative price per share 

Hotel business of ITC will be demerged from the ITC ltd
ITC ltd will own 40% stake in the company
Shareholders will have 60% stake
Demerger ratio: for every 10 shares of ITC ltd 1 share of the hotel will be given

(1/4)",2023,08,15,itc hotel indicative price per share hotel business itc demerged itc ltd itc ltd stake company shareholders stake demerger ratio every shares itc ltd share hotel given,Positive
39,2023-08-15,"#FCnotes #specialsituation

 on #ITC hotels demerger

ITC Board has approved demerger of Hotels Business. 

The Company thereby had incorporated a new wholly owned subsidiary in the name of 'ITC Hotels Limited' on 28th July, 2023",2023,08,15,fcnotes specialsituation itc hotels demerger itc board approved demerger hotels business company thereby incorporated new wholly owned subsidiary name itc hotels limited th july,Positive
40,2023-08-15,"10: 1 Entitlement Ratio in ITC Ltd Demerger of ITC Hotels https://youtu.be/FLAfa4-mX0U via 
@YouTube",2023,08,15,entitlement ratio itc ltd demerger itc hotels via youtube,Positive
41,2023-08-15,"ITC Hotels Demerger: ITC Shareholders to get 1 share of ITC Hotels for e... https://youtu.be/MOck8BNl68U via 
@YouTube",2023,08,15,itc hotels demerger itc shareholders get share itc hotels e via youtube,Positive
42,2023-08-15,"#ITChotelsLtd & Ansal Hotels Ltd  were a separate listed entity, merged with ITC Ltd. on 1st April 2004

#share exchange ratios in 2004
1- 3 shares of ITC for 25 #shares of ITC Hotels
2- 1 share of ITC for 150 shares of Ansal Hotels
  #Demerger 
@giri10488_vyas
 
@wealth_verse",2023,08,15,itchotelsltd ansal hotels ltd separate listed entity merged itc ltd st april share exchange ratios shares itc shares itc hotels share itc shares ansal hotels demerger giri vyas wealth verse,Positive
43,2023-08-15,"#ITC Board approves demerger of hotels business into ITC Hotels

ITC shareholders to get 1 share in ITC Hotels for 10 shares held

(1)    3 shares of ITC for every 25 shares of ITC Hotels.
(2)    1 share of ITC for every 150 shares of Ansal Hotels.
#ITC #hotel #Demerger",2023,08,15,itc board approves demerger hotels business itc hotels itc shareholders get share itc hotels shares held shares itc every shares itc hotels share itc every shares ansal hotels itc hotel demerger,Positive
44,2023-08-15,"ITC Hotels Demerger News :

Shareholders to get 1 share of ITC Hotels for every 10 shares of parent co.

Explanation..

#itc #news #investing",2023,08,15,itc hotels demerger news shareholders get share itc hotels every shares parent co explanation itc news investing,Positive
45,2023-08-15,"#ITC: Major Board Decision 

ITC's board has given the green light for the demerger of its hotels business into a separate entity, ITC Hotels. 

Shareholders of ITC will receive 1 share in ITC Hotels for every 10 shares held, with an estimated timeline of around 15 months… Show more",2023,08,15,itc major board decision itc board given green light demerger hotels business separate entity itc hotels shareholders itc receive share itc hotels every shares held estimated timeline around months show,Positive
46,2023-08-15,"ITC share holders are all happy, for different reason altogether. 

Passive Income is 

#Dividend #ITC  #ITCDemerger",2023,08,15,itc share holders happy different reason altogether passive income dividend itc itcdemerger,Positive
47,2023-08-15,"#ITC said its shareholders will hold 100% of the ultimate beneficial economic interest in the hotels business with direct holding of about 60% and indirect holding of about 40% through ITC. 
   Demerger would unlock value of hotels business for existing shareholders of ITC… Show more",2023,08,15,itc said shareholders hold ultimate beneficial economic interest hotels business direct holding indirect holding itc demerger would unlock value hotels business existing shareholders itc show,Positive
48,2023-08-15,"The Demerger news itself will flock ITC shareholders to add more, atleast in the multiples of 10s

Even I have to add the same.",2023,08,15,demerger news flock itc shareholders add atleast multiples even add,Positive
49,2023-08-15,"@CNBCTV18News
@ITCCorpCom
what abt shareholder holding 17 shares of ITC under demerger ?",2023,08,15,cnbctv news itccorpcom abt shareholder holding shares itc demerger,Positive
50,2023-08-15,"ITC Q1 results:

Net profit jumps 17.58% to ₹4902.74 crore
Revenue falls 7% at ₹16995.49 crore
Exceeds estimates
EBIDTA grows 10.7% at ₹6250.1 crore

The Board at its meeting held today subject to necessary approvals, considered and approved demerger of Hotels Business",2023,08,15,itc q results net profit jumps crore revenue falls crore exceeds estimates ebidta grows crore board meeting held today subject necessary approvals considered approved demerger hotels business,Positive
51,2023-08-14,#ITC demerger,2023,08,14,itc demerger,Positive
52,2023-08-14,"ITC approves demerger of hotel business.
Under the demerger, shareholders will get one share of hotels business for every 10 shares held in ITC.
.
#LearningAbility #ITC #ITCltd #ITChotel #shares",2023,08,14,itc approves demerger hotel business demerger shareholders get one share hotels business every shares held itc learningability itc itcltd itchotel shares,Positive
53,2023-08-14,"Hopeless scheme for ITC hotels demerger , i thought it will be atleast 1:6 ! Why do you even want to give 1:10 
@ITCCorpCom
 , keep it with you only    https://m.economictimes.com/markets/stocks/news/itc-hotels-demerger-shareholders-to-get-1-share-of-itc-hotels-for-every-10-shares-of-parent/amp_articleshow/102724622.cms…",2023,08,14,hopeless scheme itc hotels demerger thought atleast even want give itccorpcom keep,Negative
54,2023-08-14,"#ITC board approved the scheme of arrangement involving the demerger of its hospitality business, 
@ishitaadutt
 reports.

#ITChotels",2023,08,14,itc board approved scheme arrangement involving demerger hospitality business ishitaadutt reports itchotels,Positive
55,2023-08-14,"ITC Hotel's demerger: Don't focus on the number of shares, look at value  

1 share of the Hotel biz for every 10 ITC shares is fair, as the Hotel biz is valued at 8-9/current ITC share. 

It's like getting Rs 100 in ten 10 rupee notes or two 50 rupee notes. It doesn't matter,… Show more",2023,08,14,itc hotel demerger focus number shares look value share hotel biz every itc shares fair hotel biz valued current itc share like getting rs ten rupee notes two rupee notes matter show,Positive
56,2023-08-14,Worthless mindless demerger scheme. ITC should come out clean and explain stakeholders else everyone should vote against the proposal.,2023,08,14,worthless mindless demerger scheme itc come clean explain stakeholders else everyone vote proposal,Negative
57,2023-08-14,"ITC Announces Share Entitlement Ratio of 1:10 for Demerger of Hotels Business 

#itc #itchotels #TheBlock #JENNIE
#hotels #financialmarkets #TrendingNow",2023,08,14,itc announces share entitlement ratio demerger hotels business itc itchotels theblock jennie hotels financialmarkets trendingnow,Positive
58,2023-08-14,"ITC on Monday approved the scheme of arrangement involving the demerger of its hotels business into a separate listed subsidiary.
Under the demerger plan, shareholders of ITC will get 1 share in the demerged hotels business for every 10 shares held in the parent company.
#Results",2023,08,14,itc monday approved scheme arrangement involving demerger hotels business separate listed subsidiary demerger plan shareholders itc get share demerged hotels business every shares held parent company results,Positive
59,2023-08-14,"The #Q1FY24 results of #ITC are a bit lukewarm with softer performance, but the disappointment lies in the #demerger swap ratio. The company has announced giving one share of the #hotelbusiness for every 10 #shares of #ITC_Ltd.",2023,08,14,q fy results itc bit lukewarm softer performance disappointment lies demerger swap ratio company announced giving one share hotelbusiness every shares itc ltd,Negative
60,2023-08-14,Sir your take on ITC result and demerger ratio?,2023,08,14,sir take itc result demerger ratio,Positive
61,2023-08-14,"ITC Hotels Demerger: Shareholders to get 1 share of ITC Hotels for every 10 shares of parent company

 Thought it is a good sign that he company has taken steps on unlocking the value but the larger picture is still unclear.

- ITC holds many businesses withing itself and… Show more",2023,08,14,itc hotels demerger shareholders get share itc hotels every shares parent company thought good sign company taken steps unlocking value larger picture still unclear itc holds many businesses withing show,Positive
62,2023-08-14,"4/4 The demerger plan is subject to necessary approvals from various regulatory bodies, including shareholders, creditors, stock exchanges, and regulatory authorities. Once approved, the indicative timeline for listing ITC Hotels is approximately 15 months.  
#ITC #stocks",2023,08,14,demerger plan subject necessary approvals various regulatory bodies including shareholders creditors stock exchanges regulatory authorities approved indicative timeline listing itc hotels approximately months itc stocks,Positive
63,2023-08-14,"2/4 Shareholders of ITC will hold about 60% of the new hotels company, while the remaining 40% will be held by ITC. This strategic demerger reflects ITC's commitment to maximizing shareholder value and creating distinct entities.  #Shareholders #ValueCreation",2023,08,14,shareholders itc hold new hotels company remaining held itc strategic demerger reflects itc commitment maximizing shareholder value creating distinct entities shareholders valuecreation,Positive
64,2023-08-14,"1/4 Exciting news! 
 ITC, the Indian conglomerate, is set to demerge its Hotels business into a separate listed entity, creating a pure play hotels company. 
 #ITC #Hotels #Demerger",2023,08,14,exciting news itc indian conglomerate set demerge hotels business separate listed entity creating pure play hotels company itc hotels demerger,Positive
65,2023-08-14,"ITC Hotel Demerger shareholders will get 1 share of ITC Hotel for every 10 shares in ITC. 
#ITC",2023,08,14,itc hotel demerger shareholders get share itc hotel every shares itc itc,Positive
66,2023-08-14,"#ITC Board approves demerger of hotels business into ITC Hotels

ITC shareholders to get 1 share in ITC Hotels for 10 shares held.",2023,08,14,itc board approves demerger hotels business itc hotels itc shareholders get share itc hotels shares held,Positive
67,2023-08-14,"ITC Q1 consolidated PAT 5180.12 cr marginally above the estimate and Revenue Rs 18,639.48cr below expected. Company announces 1:10 ratio for hotel business demerger",2023,08,14,itc q consolidated pat cr marginally estimate revenue rs cr expected company announces ratio hotel business demerger,Negative
68,2023-08-14,#LeadStoryOnET | ITC Hotels Demerger: Shareholders to get 1 share of ITC Hotels for every 10 shares of parent,2023,08,14,leadstoryonet itc hotels demerger shareholders get share itc hotels every shares parent,Positive
69,2023-08-14,"ITC Board approves hotel business demerger, listing in 15 months. 

Shareholders of #ITC will get 1 share in the demerged hotels business for every 10 shares held in the parent company. 

#trading #investing #stocks #StockMarketindia 
@kuttrapali26
 @KommawarSwapnil",2023,08,14,itc board approves hotel business demerger listing months shareholders itc get share demerged hotels business every shares held parent company trading investing stocks stockmarketindia kuttrapali kommawarswapnil,Positive
70,2023-08-14,"The #ITC board has approved the demerger of the hotels business.  

Asper the scheme of the arrangement, shareholders of 
@ITCCorpCom
 will get one share of the hotel business for every 10 shares they hold in the company.  
@Shilparanipeta
 

https://cnbctv18.com/news/itc-shareholders-to-get-one-share-of-hotels-busines-for-every-10-shares-held-in-co-17528841.htm…",2023,08,14,itc board approved demerger hotels business asper scheme arrangement shareholders itccorpcom get one share hotel business every shares hold company shilparanipeta,Positive
71,2023-08-14,"#ITC Board approves demerger of hotels business into ITC Hotels

ITC shareholders to get 1 share in ITC Hotels for 10 shares held

Do  you know this interesting fact
ITC Hotels Ltd. (a separate listed entity) and Ansal Hotels Ltd  were merged with ITC Ltd. on April 1, 2004.… Show more",2023,08,14,itc board approves demerger hotels business itc hotels itc shareholders get share itc hotels shares held know interesting fact itc hotels ltd separate listed entity ansal hotels ltd merged itc ltd april show,Positive
72,2023-08-14,"#ITC: Board approves demerger of hotels business into ITC Hotels

ITC shareholders to get 1 share in ITC Hotels for 10 shares held

Indicative timeline for listing of ITC Hotels is around 15 mos

#doyouknow 

ITC Hotels Ltd. (a separate listed entity) and Ansal Hotels Ltd  were… Show more",2023,08,14,itc board approves demerger hotels business itc hotels itc shareholders get share itc hotels shares held indicative timeline listing itc hotels around mos doyouknow itc hotels ltd separate listed entity ansal hotels ltd show,Positive
73,2023-08-14,ITC Hotel Demerger Structure,2023,08,14,itc hotel demerger structure,Positive
74,2023-08-14,"What a demerger mockery by ITC for shareholders.
Small shareholders should join hands and vote against the proposal. 
@SebiSlots
 
@ITCCorpCom
 
@AnilSinghvi_
 
@CNBC_Awaaz
 
@CNBCTV18News
 
@ZeeBusiness",2023,08,14,demerger mockery itc shareholders small shareholders join hands vote proposal sebislots itccorpcom anilsinghvi cnbc awaaz cnbctv news zeebusiness,Negative
75,2023-08-14,"With the demerger, for every 10 shares owned in #ITC, shareholders will receive one share from the hotels business. Expected listing in 15 months.

#ITCHotels #demerger",2023,08,14,demerger every shares owned itc shareholders receive one share hotels business expected listing months itchotels demerger,Positive
76,2023-08-14,"#Results #ITC #Update #demerger

#NSE #BSE #NIFTY #SENSEX #TRADING #INVESTING",2023,08,14,results itc update demerger nse bse nifty sensex trading investing,Positive
77,2023-08-14," ITC's Q1FY24 Highlights:

 Net Profit Surge: Standalone net profit reaches Rs 4902.74 crore, up by 17.58% YoY, showcasing strong growth.

 Total Revenue Dip: Total revenue at Rs 16,995.49 crore, down 7.2% YoY, reflecting challenges.

 Hotels Business Demerger: Board… Show more",2023,08,14,itc q fy highlights net profit surge standalone net profit reaches rs crore yoy showcasing strong growth total revenue dip total revenue rs crore yoy reflecting challenges hotels business demerger board show,Positive
78,2023-08-14,"And as I mentioned earlier as well,

ITC hotel demerger becomes a non event for a normal investor.",2023,08,14,mentioned earlier well itc hotel demerger becomes non event normal investor,Positive
79,2023-08-14,"#BusinessNews: ITC के होटल बिजनेस डीमर्जर को बोर्ड से मिली मंजूरी, क्या कोर बिजनेस पर बढ़ेगा कंपनी का फोकस?
@ITCCorpCom
 

#ITC #sharemarket #hotelbusinessnews #itcdemerger #demerger #LatestNews #moneycontrol",2023,08,14,businessnews itc itccorpcom itc sharemarket hotelbusinessnews itcdemerger demerger latestnews moneycontrol,Positive
80,2023-08-14,"ITC's board approves demerger of hotels business, with new entity to be listed in about 15 months. 

Shareholders to get 1 share of hotels business for every 10 shares in ITC. ITC Hotels to have license for ITC brand name.  

#ITC #Hotels #demerger #market #marketupdates",2023,08,14,itc board approves demerger hotels business new entity listed months shareholders get share hotels business every shares itc itc hotels license itc brand name itc hotels demerger market marketupdates,Positive
81,2023-08-14,"ITC demerger
 1 ITC will get 10 ITC Hotels #update #demerger #ITC #sharemarket",2023,08,14,itc demerger itc get itc hotels update demerger itc sharemarket,Positive
82,2023-08-14,"#ITC approved the demerger of its hotels business into a separate entity.

Shareholders of ITC will get 1 share in the demerged hotels business for every 10 shares held in the parent company.

#StockMarket 
#stocks 
#stockstowatch 
#StocksInFocus",2023,08,14,itc approved demerger hotels business separate entity shareholders itc get share demerged hotels business every shares held parent company stockmarket stocks stockstowatch stocksinfocus,Positive
83,2023-08-14,"ITC Hotels Demerger:

The Board approved the scheme of arrangement involving the demerger of its hotel business into a separate subsidiary. 

Under the demerger, shareholders of ITC will get 1 share in the demerged hotels business for every 10 shares held in the parent company… Show more",2023,08,14,itc hotels demerger board approved scheme arrangement involving demerger hotel business separate subsidiary demerger shareholders itc get share demerged hotels business every shares held parent company show,Positive
84,2023-08-14,"#ITC | ITC shall become the 2nd largest FMCG company in India by revenue post ITC hotel demerger

Amul group to become #1 FMCG company of India with revenue over Rs 72,000 cr

Unlike Electronics industry, Indianbrands are dominating FMCG market (except Unilever and Nestle)",2023,08,14,itc itc shall become nd largest fmcg company india revenue post itc hotel demerger amul group become fmcg company india revenue rs cr unlike electronics industry indianbrands dominating fmcg market except unilever nestle,Positive
85,2023-08-14,"#ITC: Board approves demerger of hotels business into ITC Hotels

ITC shareholders to get 1 share in ITC Hotels for 10 shares held

Indicative timeline for listing of ITC Hotels is around 15 mos. #Nifty #ITC #investing",2023,08,14,itc board approves demerger hotels business itc hotels itc shareholders get share itc hotels shares held indicative timeline listing itc hotels around mos nifty itc investing,Positive
86,2023-08-14,"ITC Hotels Demerger: Shareholders to get 1 share of ITC Hotels for every 10 shares of parent co

https://economictimes.indiatimes.com/markets/stocks/news/itc-hotels-demerger-shareholders-to-get-1-share-of-itc-hotels-for-every-10-shares-of-parent/articleshow/102724622.cms…
 via ET Markets App(Download Now):
 https://etmarketapps.page.link/refsharing",2023,08,14,itc hotels demerger shareholders get share itc hotels every shares parent co via et markets app download,Positive
87,2023-08-14,"ITC Demerger News - 

ITC shareholders to get 1 share in ITC Hotels for 10 shares held

FY23 revenue of Hotels - 2573 Cr (3.7% of the total standalone turnover of ITC Ltd.)

Also stake buys in 2 hotel companies -

No reco.",2023,08,14,itc demerger news itc shareholders get share itc hotels shares held fy revenue hotels cr total standalone turnover itc ltd also stake buys hotel companies reco,Positive
88,2023-08-14,"#ITC: Board approves demerger of hotels business into ITC Hotels

ITC shareholders to get 1 share in ITC Hotels for 10 shares held

Indicative timeline for listing of ITC Hotels is around 15 mos

#doyouknow 

ITC Hotels Ltd. (a separate listed entity) and Ansal Hotels Ltd  were… Show more",2023,08,14,itc board approves demerger hotels business itc hotels itc shareholders get share itc hotels shares held indicative timeline listing itc hotels around mos doyouknow itc hotels ltd separate listed entity ansal hotels ltd show,Positive
89,2023-08-14,#NewsAlert  #ITC approves demerger of hotels business,2023,08,14,newsalert itc approves demerger hotels business,Positive
